Empresa;Dt. Fechamento;Cód. Item;Descrição; Estoque de Abertura ; Vol. Recebido ; Vol. Disponível ; Vol. Total das Saídas ; Estoque Escritural ; Vl. Perda ; Vl. Ganho ; Estoque de Fechamento ; [1310] Tanque ; [1310] Estoque de Abertura ; [1310] Vol. Recebido ; [1310] Vol. Disponível ; [1310] Vol. Total das Saídas ; [1310] Estoque Escritural ; [1310] Vl. Perda ; [1310] Vl. Ganho ; [1310] Vol. Aferido 
POSTO TESTE - Matriz;28/02/2019;1;GASOLINA COMUM;13.953,00; -   ;13.953,00;4.301,61;9.651,39;57,39; -   ;9.594,00;3;13.953,00; -   ;13.953,00;4.301,61;9.651,39;57,39; -   ;9.594,00
POSTO TESTE - Matriz;28/02/2019;2;GASOLINA ADITIVADA;6.610,00;5.000,00;11.610,00;825,5;10.784,50; -   ;59,5;10.844,00;1;6.610,00;5.000,00;11.610,00;825,5;10.784,50; -   ;59,5;10.844,00
POSTO TESTE - Matriz;28/02/2019;3;ETANOL COMUM;6.500,00; -   ;6.500,00;1.925,77;4.574,23; -   ;21,77;4.596,00;2;6.500,00; -   ;6.500,00;1.925,77;4.574,23; -   ;21,77;4.596,00
POSTO TESTE - Matriz;28/02/2019;782;DIESEL B S10 COMUM;2.090,00;5.000,00;7.090,00;319,59;6.770,41; -   ;17,59;6.788,00;6;2.090,00;5.000,00;7.090,00;319,59;6.770,41; -   ;17,59;6.788,00
POSTO TESTE - Matriz;01/03/2019;1;GASOLINA COMUM;9.594,00;10.000,00;19.594,00;4.614,46;14.979,54; -   ;21,46;15.001,00;3;9.594,00;10.000,00;19.594,00;4.614,46;14.979,54; -   ;21,46;15.001,00
POSTO TESTE - Matriz;01/03/2019;2;GASOLINA ADITIVADA;10.844,00; -   ;10.844,00;1.334,03;9.509,97;33,97; -   ;9.476,00;1;10.844,00; -   ;10.844,00;1.334,03;9.509,97;33,97; -   ;9.476,00
POSTO TESTE - Matriz;01/03/2019;3;ETANOL COMUM;4.596,00;5.000,00;9.596,00;2.327,89;7.268,11; -   ;0,89;7.269,00;2;4.596,00;5.000,00;9.596,00;2.327,89;7.268,11; -   ;0,89;7.269,00
POSTO TESTE - Matriz;01/03/2019;782;DIESEL B S10 COMUM;6.788,00; -   ;6.788,00;560,63;6.227,37;4,37; -   ;6.223,00;6;6.788,00; -   ;6.788,00;560,63;6.227,37;4,37; -   ;6.223,00
POSTO TESTE - Matriz;02/03/2019;1;GASOLINA COMUM;15.001,00; -   ;15.001,00;3.467,88;11.533,12;3,12; -   ;11.530,00;3;15.001,00; -   ;15.001,00;3.467,88;11.533,12;3,12; -   ;11.530,00
POSTO TESTE - Matriz;02/03/2019;2;GASOLINA ADITIVADA;9.476,00; -   ;9.476,00;898,36;8.577,64;30,64; -   ;8.547,00;1;9.476,00; -   ;9.476,00;898,36;8.577,64;30,64; -   ;8.547,00
POSTO TESTE - Matriz;02/03/2019;3;ETANOL COMUM;7.269,00; -   ;7.269,00;2.148,56;5.120,44;11,44; -   ;5.109,00;2;7.269,00; -   ;7.269,00;2.148,56;5.120,44;11,44; -   ;5.109,00
POSTO TESTE - Matriz;02/03/2019;782;DIESEL B S10 COMUM;6.223,00; -   ;6.223,00;297,24;5.925,76;9,76; -   ;5.916,00;6;6.223,00; -   ;6.223,00;297,24;5.925,76;9,76; -   ;5.916,00
POSTO TESTE - Matriz;03/03/2019;1;GASOLINA COMUM;11.530,00; -   ;11.530,00;2.865,77;8.664,23;4,23; -   ;8.660,00;3;11.530,00; -   ;11.530,00;2.865,77;8.664,23;4,23; -   ;8.660,00
POSTO TESTE - Matriz;03/03/2019;2;GASOLINA ADITIVADA;8.547,00; -   ;8.547,00;549,62;7.997,38;20,38; -   ;7.977,00;1;8.547,00; -   ;8.547,00;549,62;7.997,38;20,38; -   ;7.977,00
POSTO TESTE - Matriz;03/03/2019;3;ETANOL COMUM;5.109,00; -   ;5.109,00;1.445,31;3.663,69; -   ;4,31;3.668,00;2;5.109,00; -   ;5.109,00;1.445,31;3.663,69; -   ;4,31;3.668,00
POSTO TESTE - Matriz;03/03/2019;782;DIESEL B S10 COMUM;5.916,00; -   ;5.916,00;325,84;5.590,16;12,16; -   ;5.578,00;6;5.916,00; -   ;5.916,00;325,84;5.590,16;12,16; -   ;5.578,00
POSTO TESTE - Matriz;04/03/2019;1;GASOLINA COMUM;8.660,00;5.000,00;13.660,00;2.879,17;10.780,83; -   ;28,17;10.809,00;3;8.660,00;5.000,00;13.660,00;2.879,17;10.780,83; -   ;28,17;10.809,00
POSTO TESTE - Matriz;04/03/2019;2;GASOLINA ADITIVADA;7.977,00; -   ;7.977,00;537,54;7.439,46;21,46; -   ;7.418,00;1;7.977,00; -   ;7.977,00;537,54;7.439,46;21,46; -   ;7.418,00
POSTO TESTE - Matriz;04/03/2019;3;ETANOL COMUM;3.668,00;5.000,00;8.668,00;1.453,72;7.214,28; -   ;13,72;7.228,00;2;3.668,00;5.000,00;8.668,00;1.453,72;7.214,28; -   ;13,72;7.228,00
POSTO TESTE - Matriz;04/03/2019;782;DIESEL B S10 COMUM;5.578,00; -   ;5.578,00;306,38;5.271,62;10,62; -   ;5.261,00;6;5.578,00; -   ;5.578,00;306,38;5.271,62;10,62; -   ;5.261,00
POSTO TESTE - Matriz;05/03/2019;1;GASOLINA COMUM;10.809,00; -   ;10.809,00;2.483,82;8.325,18;5,18; -   ;8.320,00;3;10.809,00; -   ;10.809,00;2.483,82;8.325,18;5,18; -   ;8.320,00
POSTO TESTE - Matriz;05/03/2019;2;GASOLINA ADITIVADA;7.418,00; -   ;7.418,00;510,04;6.907,96;17,96; -   ;6.890,00;1;7.418,00; -   ;7.418,00;510,04;6.907,96;17,96; -   ;6.890,00
POSTO TESTE - Matriz;05/03/2019;3;ETANOL COMUM;7.228,00; -   ;7.228,00;1.158,57;6.069,43;4,43; -   ;6.065,00;2;7.228,00; -   ;7.228,00;1.158,57;6.069,43;4,43; -   ;6.065,00
POSTO TESTE - Matriz;05/03/2019;782;DIESEL B S10 COMUM;5.261,00; -   ;5.261,00;128,74;5.132,26;3,26; -   ;5.129,00;6;5.261,00; -   ;5.261,00;128,74;5.132,26;3,26; -   ;5.129,00
POSTO TESTE - Matriz;06/03/2019;1;GASOLINA COMUM;8.320,00;5.000,00;13.320,00;3.104,23;10.215,77; -   ;9,23;10.225,00;3;8.320,00;5.000,00;13.320,00;3.104,23;10.215,77; -   ;9,23;10.225,00
POSTO TESTE - Matriz;06/03/2019;2;GASOLINA ADITIVADA;6.890,00;5.000,00;11.890,00;878,24;11.011,76; -   ;19,24;11.031,00;1;6.890,00;5.000,00;11.890,00;878,24;11.011,76; -   ;19,24;11.031,00
POSTO TESTE - Matriz;06/03/2019;3;ETANOL COMUM;6.065,00; -   ;6.065,00;1.494,67;4.570,33; -   ;9,67;4.580,00;2;6.065,00; -   ;6.065,00;1.494,67;4.570,33; -   ;9,67;4.580,00
POSTO TESTE - Matriz;06/03/2019;782;DIESEL B S10 COMUM;5.129,00; -   ;5.129,00;315,34;4.813,66;6,66; -   ;4.807,00;6;5.129,00; -   ;5.129,00;315,34;4.813,66;6,66; -   ;4.807,00
POSTO TESTE - Matriz;07/03/2019;1;GASOLINA COMUM;10.225,00;5.000,00;15.225,00;3.572,95;11.652,05;20,051; -   ;11.632,00;3;10.225,00;5.000,00;15.225,00;3.572,95;11.652,05;20,051; -   ;11.632,00
POSTO TESTE - Matriz;07/03/2019;2;GASOLINA ADITIVADA;11.031,00; -   ;11.031,00;1.064,81;9.966,19;6,19; -   ;9.960,00;1;11.031,00; -   ;11.031,00;1.064,81;9.966,19;6,19; -   ;9.960,00
POSTO TESTE - Matriz;07/03/2019;3;ETANOL COMUM;4.580,00;5.000,00;9.580,00;2.108,63;7.471,37; -   ;27,63;7.499,00;2;4.580,00;5.000,00;9.580,00;2.108,63;7.471,37; -   ;27,63;7.499,00
POSTO TESTE - Matriz;07/03/2019;782;DIESEL B S10 COMUM;4.807,00; -   ;4.807,00;696,49;4.110,51;12,51; -   ;4.098,00;6;4.807,00; -   ;4.807,00;696,49;4.110,51;12,51; -   ;4.098,00
POSTO TESTE - Matriz;08/03/2019;1;GASOLINA COMUM;11.632,00; -   ;11.632,00;4.016,24;7.615,76;16,76; -   ;7.599,00;3;11.632,00; -   ;11.632,00;4.016,24;7.615,76;16,76; -   ;7.599,00
POSTO TESTE - Matriz;08/03/2019;2;GASOLINA ADITIVADA;9.960,00; -   ;9.960,00;1.083,61;8.876,39;6,39; -   ;8.870,00;1;9.960,00; -   ;9.960,00;1.083,61;8.876,39;6,39; -   ;8.870,00
POSTO TESTE - Matriz;08/03/2019;3;ETANOL COMUM;7.499,00; -   ;7.499,00;1.775,92;5.723,08; -   ;6,92;5.730,00;2;7.499,00; -   ;7.499,00;1.775,92;5.723,08; -   ;6,92;5.730,00
POSTO TESTE - Matriz;08/03/2019;782;DIESEL B S10 COMUM;4.098,00; -   ;4.098,00;567,32;3.530,68;11,68; -   ;3.519,00;6;4.098,00; -   ;4.098,00;567,32;3.530,68;11,68; -   ;3.519,00
POSTO TESTE - Matriz;09/03/2019;1;GASOLINA COMUM;7.599,00;5.000,00;12.599,00;3.595,71;9.003,29; -   ;0,71;9.004,00;3;7.599,00;5.000,00;12.599,00;3.595,71;9.003,29; -   ;0,71;9.004,00
POSTO TESTE - Matriz;09/03/2019;2;GASOLINA ADITIVADA;8.870,00; -   ;8.870,00;868,23;8.001,77; -   ;35,23;8.037,00;1;8.870,00; -   ;8.870,00;868,23;8.001,77; -   ;35,23;8.037,00
POSTO TESTE - Matriz;09/03/2019;3;ETANOL COMUM;5.730,00;5.000,00;10.730,00;2.140,36;8.589,64; -   ;10,36;8.600,00;2;5.730,00;5.000,00;10.730,00;2.140,36;8.589,64; -   ;10,36;8.600,00
POSTO TESTE - Matriz;09/03/2019;782;DIESEL B S10 COMUM;3.519,00; -   ;3.519,00;181,48;3.337,52;5,52; -   ;3.332,00;6;3.519,00; -   ;3.519,00;181,48;3.337,52;5,52; -   ;3.332,00
POSTO TESTE - Matriz;12/03/2019;1;GASOLINA COMUM;12.922,00; -   ;12.922,00;3.871,62;9.050,38;7,38; -   ;9.043,00;3;12.922,00; -   ;12.922,00;3.871,62;9.050,38;7,38; -   ;9.043,00
POSTO TESTE - Matriz;12/03/2019;2;GASOLINA ADITIVADA;6.030,00; -   ;6.030,00;1.481,94;4.548,06;3,06; -   ;4.545,00;1;6.030,00; -   ;6.030,00;1.481,94;4.548,06;3,06; -   ;4.545,00
POSTO TESTE - Matriz;12/03/2019;3;ETANOL COMUM;5.680,00; -   ;5.680,00;1.672,83;4.007,17; -   ;10,83;4.018,00;2;5.680,00; -   ;5.680,00;1.672,83;4.007,17; -   ;10,83;4.018,00
POSTO TESTE - Matriz;12/03/2019;782;DIESEL B S10 COMUM;2.805,00; -   ;2.805,00;256,93;2.548,07;13,07; -   ;2.535,00;6;2.805,00; -   ;2.805,00;256,93;2.548,07;13,07; -   ;2.535,00
POSTO TESTE - Matriz;13/03/2019;1;GASOLINA COMUM;9.043,00;5.000,00;14.043,00;3.552,96;10.490,04; -   ;22,96;10.513,00;3;9.043,00;5.000,00;14.043,00;3.552,96;10.490,04; -   ;22,96;10.513,00
POSTO TESTE - Matriz;13/03/2019;2;GASOLINA ADITIVADA;4.545,00; -   ;4.545,00;1.248,76;3.296,24;3,24; -   ;3.293,00;1;4.545,00; -   ;4.545,00;1.248,76;3.296,24;3,24; -   ;3.293,00
POSTO TESTE - Matriz;13/03/2019;3;ETANOL COMUM;4.018,00;5.000,00;9.018,00;1.447,50;7.570,50; -   ;9,5;7.580,00;2;4.018,00;5.000,00;9.018,00;1.447,50;7.570,50; -   ;9,5;7.580,00
POSTO TESTE - Matriz;13/03/2019;782;DIESEL B S10 COMUM;2.535,00; -   ;2.535,00;562,31;1.972,69;3,69; -   ;1.969,00;6;2.535,00; -   ;2.535,00;562,31;1.972,69;3,69; -   ;1.969,00
POSTO TESTE - Matriz;14/03/2019;1;GASOLINA COMUM;10.513,00;5.000,00;15.513,00;3.694,36;11.818,64;2,641; -   ;11.816,00;3;10.513,00;5.000,00;15.513,00;3.694,36;11.818,64;2,641; -   ;11.816,00
POSTO TESTE - Matriz;14/03/2019;2;GASOLINA ADITIVADA;3.293,00;5.000,00;8.293,00;893,299;7.399,70;16,01; -   ;7.383,00;1;3.293,00;5.000,00;8.293,00;893,299;7.399,70;16,01; -   ;7.383,00
POSTO TESTE - Matriz;14/03/2019;3;ETANOL COMUM;7.580,00; -   ;7.580,00;1.912,28;5.667,72;2,721; -   ;5.665,00;2;7.580,00; -   ;7.580,00;1.912,28;5.667,72;2,721; -   ;5.665,00
POSTO TESTE - Matriz;14/03/2019;782;DIESEL B S10 COMUM;1.969,00; -   ;1.969,00;350,289;1.618,71;5,711; -   ;1.613,00;6;1.969,00; -   ;1.969,00;350,289;1.618,71;5,711; -   ;1.613,00
POSTO TESTE - Matriz;15/03/2019;1;GASOLINA COMUM;11.816,00;5.000,00;16.816,00;4.629,13;12.186,87; -   ;1,13;12.188,00;3;11.816,00;5.000,00;16.816,00;4.629,13;12.186,87; -   ;1,13;12.188,00
POSTO TESTE - Matriz;15/03/2019;2;GASOLINA ADITIVADA;7.383,00; -   ;7.383,00;1.558,07;5.824,93; -   ;5,07;5.830,00;1;7.383,00; -   ;7.383,00;1.558,07;5.824,93; -   ;5,07;5.830,00
POSTO TESTE - Matriz;15/03/2019;3;ETANOL COMUM;5.665,00; -   ;5.665,00;1.649,56;4.015,44;0,44; -   ;4.015,00;2;5.665,00; -   ;5.665,00;1.649,56;4.015,44;0,44; -   ;4.015,00
POSTO TESTE - Matriz;15/03/2019;782;DIESEL B S10 COMUM;1.613,00;5.000,00;6.613,00;493,86;6.119,14; -   ; -   ;6.119,14;6;1.613,00;5.000,00;6.613,00;493,86;6.119,14; -   ; -   ;6.119,14
POSTO TESTE - Matriz;16/03/2019;1;GASOLINA COMUM;12.188,00;5.000,00;17.188,00;3.728,47;13.459,53; -   ;6,47;13.466,00;3;12.188,00;5.000,00;17.188,00;3.728,47;13.459,53; -   ;6,47;13.466,00
POSTO TESTE - Matriz;16/03/2019;2;GASOLINA ADITIVADA;5.830,00; -   ;5.830,00;1.552,34;4.277,66;7,66; -   ;4.270,00;1;5.830,00; -   ;5.830,00;1.552,34;4.277,66;7,66; -   ;4.270,00
POSTO TESTE - Matriz;16/03/2019;3;ETANOL COMUM;4.015,00;5.000,00;9.015,00;1.758,52;7.256,48; -   ;3,52;7.260,00;2;4.015,00;5.000,00;9.015,00;1.758,52;7.256,48; -   ;3,52;7.260,00
POSTO TESTE - Matriz;16/03/2019;782;DIESEL B S10 COMUM;6.119,14; -   ;6.119,14;307,53;5.811,61; -   ;18,39;5.830,00;6;6.119,14; -   ;6.119,14;307,53;5.811,61; -   ;18,39;5.830,00
POSTO TESTE - Matriz;17/03/2019;1;GASOLINA COMUM;13.466,00; -   ;13.466,00;2.620,02;10.845,98;0,98; -   ;10.845,00;3;13.466,00; -   ;13.466,00;2.620,02;10.845,98;0,98; -   ;10.845,00
POSTO TESTE - Matriz;17/03/2019;2;GASOLINA ADITIVADA;4.270,00; -   ;4.270,00;1.003,55;3.266,45;6,45; -   ;3.260,00;1;4.270,00; -   ;4.270,00;1.003,55;3.266,45;6,45; -   ;3.260,00
POSTO TESTE - Matriz;17/03/2019;3;ETANOL COMUM;7.260,00; -   ;7.260,00;1.591,71;5.668,29;3,26; -   ;5.665,00;2;7.260,00; -   ;7.260,00;1.591,71;5.668,29;3,26; -   ;5.665,00
POSTO TESTE - Matriz;17/03/2019;782;DIESEL B S10 COMUM;5.830,00; -   ;5.830,00;235,22;5.594,78;4,78; -   ;5.590,00;6;5.830,00; -   ;5.830,00;235,22;5.594,78;4,78; -   ;5.590,00
POSTO TESTE - Matriz;18/03/2019;1;GASOLINA COMUM;10.845,00;5.000,00;15.845,00;2.666,56;13.178,44; -   ;3,56;13.182,00;3;10.845,00;5.000,00;15.845,00;2.666,56;13.178,44; -   ;3,56;13.182,00
POSTO TESTE - Matriz;18/03/2019;2;GASOLINA ADITIVADA;3.260,00; -   ;3.260,00;1.734,44;1.525,56;5,56; -   ;1.520,00;1;3.260,00; -   ;3.260,00;1.734,44;1.525,56;5,56; -   ;1.520,00
POSTO TESTE - Matriz;18/03/2019;3;ETANOL COMUM;5.665,00;5.000,00;10.665,00;1.554,31;9.110,69; -   ;14,31;9.125,00;2;5.665,00;5.000,00;10.665,00;1.554,31;9.110,69; -   ;14,31;9.125,00
POSTO TESTE - Matriz;18/03/2019;782;DIESEL B S10 COMUM;5.590,00; -   ;5.590,00;332,2;5.257,80; -   ;2,2;5.260,00;6;5.590,00; -   ;5.590,00;332,2;5.257,80; -   ;2,2;5.260,00
POSTO TESTE - Matriz;19/03/2019;1;GASOLINA COMUM;13.182,00;5.000,00;18.182,00;3.073,82;15.108,18; -   ;17,82;15.126,00;3;13.182,00;5.000,00;18.182,00;3.073,82;15.108,18; -   ;17,82;15.126,00
POSTO TESTE - Matriz;19/03/2019;2;GASOLINA ADITIVADA;1.520,00;5.000,00;6.520,00;869,9;5.650,10; -   ;9,9;5.660,00;1;1.520,00;5.000,00;6.520,00;869,9;5.650,10; -   ;9,9;5.660,00
POSTO TESTE - Matriz;19/03/2019;3;ETANOL COMUM;9.125,00; -   ;9.125,00;1.366,29;7.758,71; -   ;1,29;7.760,00;2;9.125,00; -   ;9.125,00;1.366,29;7.758,71; -   ;1,29;7.760,00
POSTO TESTE - Matriz;19/03/2019;782;DIESEL B S10 COMUM;5.260,00; -   ;5.260,00;518,77;4.741,23;1,23; -   ;4.740,00;6;5.260,00; -   ;5.260,00;518,77;4.741,23;1,23; -   ;4.740,00
POSTO TESTE - Matriz;20/03/2019;1;GASOLINA COMUM;15.126,00; -   ;15.126,00;3.311,27;11.814,73;3,73; -   ;11.838,00;3;15.126,00; -   ;15.126,00;3.311,27;11.814,73;3,73; -   ;11.838,00
POSTO TESTE - Matriz;20/03/2019;2;GASOLINA ADITIVADA;5.660,00; -   ;5.660,00;934,37;4.725,63; -   ;4,37;4.730,00;1;5.660,00; -   ;5.660,00;934,37;4.725,63; -   ;4,37;4.730,00
POSTO TESTE - Matriz;20/03/2019;3;ETANOL COMUM;7.760,00; -   ;7.760,00;1.411,55;6.348,45; -   ;1,55;6.350,00;2;7.760,00; -   ;7.760,00;1.411,55;6.348,45; -   ;1,55;6.350,00
POSTO TESTE - Matriz;20/03/2019;782;DIESEL B S10 COMUM;4.740,00; -   ;4.740,00;472,85;4.267,15; -   ;12,85;4.280,00;6;4.740,00; -   ;4.740,00;472,85;4.267,15; -   ;12,85;4.280,00
POSTO TESTE - Matriz;21/03/2019;1;GASOLINA COMUM;11.838,00;5.000,00;16.838,00;3.413,95;13.424,05; -   ;3,95;13.428,00;3;11.838,00;5.000,00;16.838,00;3.413,95;13.424,05; -   ;3,95;13.428,00
POSTO TESTE - Matriz;21/03/2019;2;GASOLINA ADITIVADA;4.730,00;5.000,00;9.730,00;745,74;8.984,26; -   ;9,74;8.994,00;1;4.730,00;5.000,00;9.730,00;745,74;8.984,26; -   ;9,74;8.994,00
POSTO TESTE - Matriz;21/03/2019;3;ETANOL COMUM;6.350,00; -   ;6.350,00;1.899,04;4.450,96;1,96; -   ;4.449,00;2;6.350,00; -   ;6.350,00;1.899,04;4.450,96;1,96; -   ;4.449,00
POSTO TESTE - Matriz;21/03/2019;782;DIESEL B S10 COMUM;4.280,00; -   ;4.280,00;294,94;3.985,06; -   ;8,94;3.994,00;6;4.280,00; -   ;4.280,00;294,94;3.985,06; -   ;8,94;3.994,00
POSTO TESTE - Matriz;22/03/2019;1;GASOLINA COMUM;13.428,00; -   ;13.428,00;3.723,88;9.704,12;15,12; -   ;9.689,00;3;13.428,00; -   ;13.428,00;3.723,88;9.704,12;15,12; -   ;9.689,00
POSTO TESTE - Matriz;22/03/2019;2;GASOLINA ADITIVADA;8.994,00; -   ;8.994,00;1.078,92;7.915,08;5,08; -   ;7.910,00;1;8.994,00; -   ;8.994,00;1.078,92;7.915,08;5,08; -   ;7.910,00
POSTO TESTE - Matriz;22/03/2019;3;ETANOL COMUM;4.449,00; -   ;4.449,00;1.788,38;2.660,62;2,62; -   ;2.658,00;2;4.449,00; -   ;4.449,00;1.788,38;2.660,62;2,62; -   ;2.658,00
POSTO TESTE - Matriz;22/03/2019;782;DIESEL B S10 COMUM;3.994,00; -   ;3.994,00;477,74;3.516,26; -   ;7,74;3.524,00;6;3.994,00; -   ;3.994,00;477,74;3.516,26; -   ;7,74;3.524,00
POSTO TESTE - Matriz;23/03/2019;1;GASOLINA COMUM;9.689,00;5.000,00;14.689,00;3.039,37;11.649,63;17,63; -   ;11.632,00;3;9.689,00;5.000,00;14.689,00;3.039,37;11.649,63;17,63; -   ;11.632,00
POSTO TESTE - Matriz;23/03/2019;2;GASOLINA ADITIVADA;7.910,00; -   ;7.910,00;1.039,83;6.870,17;17,17; -   ;6.853,00;1;7.910,00; -   ;7.910,00;1.039,83;6.870,17;17,17; -   ;6.853,00
POSTO TESTE - Matriz;23/03/2019;3;ETANOL COMUM;2.658,00;5.000,00;7.658,00;1.864,10;5.793,90; -   ;6,1;5.800,00;2;2.658,00;5.000,00;7.658,00;1.864,10;5.793,90; -   ;6,1;5.800,00
POSTO TESTE - Matriz;23/03/2019;782;DIESEL B S10 COMUM;3.524,00; -   ;3.524,00;154,33;3.369,67; -   ;2,33;3.372,00;6;3.524,00; -   ;3.524,00;154,33;3.369,67; -   ;2,33;3.372,00
POSTO TESTE - Matriz;24/03/2019;1;GASOLINA COMUM;11.632,00; -   ;11.632,00;1.982,20;9.649,80;4,8; -   ;9.645,00;3;11.632,00; -   ;11.632,00;1.982,20;9.649,80;4,8; -   ;9.645,00
POSTO TESTE - Matriz;24/03/2019;2;GASOLINA ADITIVADA;6.853,00; -   ;6.853,00;725,85;6.127,15;4,15; -   ;6.123,00;1;6.853,00; -   ;6.853,00;725,85;6.127,15;4,15; -   ;6.123,00
POSTO TESTE - Matriz;24/03/2019;3;ETANOL COMUM;5.800,00; -   ;5.800,00;1.149,57;4.650,43; -   ;21,57;4.672,00;2;5.800,00; -   ;5.800,00;1.149,57;4.650,43; -   ;21,57;4.672,00
POSTO TESTE - Matriz;24/03/2019;782;DIESEL B S10 COMUM;3.372,00; -   ;3.372,00;119,5;3.252,50; -   ;7,5;3.260,00;6;3.372,00; -   ;3.372,00;119,5;3.252,50; -   ;7,5;3.260,00
POSTO TESTE - Matriz;25/03/2019;1;GASOLINA COMUM;9.645,00;5.000,00;14.645,00;3.343,42;11.301,58; -   ;2,42;11.304,00;3;9.645,00;5.000,00;14.645,00;3.343,42;11.301,58; -   ;2,42;11.304,00
POSTO TESTE - Matriz;25/03/2019;2;GASOLINA ADITIVADA;6.123,00; -   ;6.123,00;1.138,02;4.984,98;12,98; -   ;4.972,00;1;6.123,00; -   ;6.123,00;1.138,02;4.984,98;12,98; -   ;4.972,00
POSTO TESTE - Matriz;25/03/2019;3;ETANOL COMUM;4.672,00;5.000,00;9.672,00;1.502,32;8.169,68; -   ;10,32;8.180,00;2;4.672,00;5.000,00;9.672,00;1.502,32;8.169,68; -   ;10,32;8.180,00
POSTO TESTE - Matriz;25/03/2019;782;DIESEL B S10 COMUM;3.260,00; -   ;3.260,00;500,03;2.759,97; -   ;10,03;2.770,00;6;3.260,00; -   ;3.260,00;500,03;2.759,97; -   ;10,03;2.770,00
POSTO TESTE - Matriz;26/03/2019;1;GASOLINA COMUM;11.304,00; -   ;11.304,00;2.983,63;8.320,37;10,37; -   ;8.310,00;3;11.304,00; -   ;11.304,00;2.983,63;8.320,37;10,37; -   ;8.310,00
POSTO TESTE - Matriz;26/03/2019;2;GASOLINA ADITIVADA;4.972,00; -   ;4.972,00;909,71;4.062,29; -   ;5,71;4.068,00;1;4.972,00; -   ;4.972,00;909,71;4.062,29; -   ;5,71;4.068,00
POSTO TESTE - Matriz;26/03/2019;3;ETANOL COMUM;8.180,00; -   ;8.180,00;1.636,86;6.543,14;3,14; -   ;6.540,00;2;8.180,00; -   ;8.180,00;1.636,86;6.543,14;3,14; -   ;6.540,00
POSTO TESTE - Matriz;26/03/2019;782;DIESEL B S10 COMUM;2.770,00; -   ;2.770,00;695,95;2.074,05;4,05; -   ;2.070,00;6;2.770,00; -   ;2.770,00;695,95;2.074,05;4,05; -   ;2.070,00
POSTO TESTE - Matriz;27/03/2019;1;GASOLINA COMUM;8.310,00;5.000,00;13.310,00;3.132,74;10.177,26; -   ;2,74;10.180,00;3;8.310,00;5.000,00;13.310,00;3.132,74;10.177,26; -   ;2,74;10.180,00
POSTO TESTE - Matriz;27/03/2019;2;GASOLINA ADITIVADA;4.068,00;5.000,00;9.068,00;1.060,37;8.007,63; -   ;19,37;8.027,00;1;4.068,00;5.000,00;9.068,00;1.060,37;8.007,63; -   ;19,37;8.027,00
POSTO TESTE - Matriz;27/03/2019;3;ETANOL COMUM;6.540,00; -   ;6.540,00;1.727,02;4.812,98;2,98; -   ;4.810,00;2;6.540,00; -   ;6.540,00;1.727,02;4.812,98;2,98; -   ;4.810,00
POSTO TESTE - Matriz;27/03/2019;782;DIESEL B S10 COMUM;2.070,00; -   ;2.070,00;448,69;1.621,31;1,31; -   ;1.620,00;6;2.070,00; -   ;2.070,00;448,69;1.621,31;1,31; -   ;1.620,00
POSTO TESTE - Matriz;28/03/2019;1;GASOLINA COMUM;10.180,00;5.000,00;15.180,00;3.572,51;11.607,49; -   ;6,51;11.614,00;3;10.180,00;5.000,00;15.180,00;3.572,51;11.607,49; -   ;6,51;11.614,00
POSTO TESTE - Matriz;28/03/2019;2;GASOLINA ADITIVADA;8.027,00; -   ;8.027,00;1.178,83;6.848,17; -   ;9,38;6.858,00;1;8.027,00; -   ;8.027,00;1.178,83;6.848,17; -   ;9,38;6.858,00
POSTO TESTE - Matriz;28/03/2019;3;ETANOL COMUM;4.810,00; -   ;4.810,00;2.244,24;2.565,76;5,76; -   ;2.560,00;2;4.810,00; -   ;4.810,00;2.244,24;2.565,76;5,76; -   ;2.560,00
POSTO TESTE - Matriz;28/03/2019;782;DIESEL B S10 COMUM;1.620,00;5.000,00;6.620,00;370,139;6.249,86; -   ;11,14;6.261,00;6;1.620,00;5.000,00;6.620,00;370,139;6.249,86; -   ;11,14;6.261,00
POSTO TESTE - Matriz;29/03/2019;1;GASOLINA COMUM;11.614,00;5.000,00;16.614,00;3.600,43;13.013,57; -   ;16,43;13.030,00;3;11.614,00;5.000,00;16.614,00;3.600,43;13.013,57; -   ;16,43;13.030,00
POSTO TESTE - Matriz;29/03/2019;2;GASOLINA ADITIVADA;6.858,00; -   ;6.858,00;1.309,74;5.548,26; -   ;11,74;5.560,00;1;6.858,00; -   ;6.858,00;1.309,74;5.548,26; -   ;11,74;5.560,00
POSTO TESTE - Matriz;29/03/2019;3;ETANOL COMUM;2.560,00;5.000,00;7.560,00;2.027,92;5.532,08; -   ;9,92;5.542,00;2;2.560,00;5.000,00;7.560,00;2.027,92;5.532,08; -   ;9,92;5.542,00
POSTO TESTE - Matriz;29/03/2019;782;DIESEL B S10 COMUM;6.261,00; -   ;6.261,00;498,31;5.762,69;11,69; -   ;5.751,00;6;6.261,00; -   ;6.261,00;498,31;5.762,69;11,69; -   ;5.751,00
POSTO TESTE - Matriz;30/03/2019;1;GASOLINA COMUM;13.030,00;5.000,00;18.030,00;2.976,22;15.053,78; -   ;16,22;15.070,00;3;13.030,00;5.000,00;18.030,00;2.976,22;15.053,78; -   ;16,22;15.070,00
