Empresa;Dt. Fechamento;Cód. Item;Descrição; Estoque de Abertura ; Vol. Recebido ; Vol. Disponível ; Vol. Total das Saídas ; Estoque Escritural ; Vl. Perda ; Vl. Ganho ; Estoque de Fechamento ; [1310] Tanque ; [1310] Estoque de Abertura ; [1310] Vol. Recebido ; [1310] Vol. Disponível ; [1310] Vol. Total das Saídas ; [1310] Estoque Escritural ; [1310] Vl. Perda ; [1310] Vl. Ganho ; [1310] Vol. Aferido 
POSTO TESTE - Matriz;31/05/2019;3;ETANOL COMUM;5.490,00; -   ;5.490,00;2.314,84;3.175,16; -   ;8;3.183,16;2;5.490,00; -   ;5.490,00;2.314,84;3.175,16; -   ;8;3.183,16
POSTO TESTE - Matriz;31/05/2019;782;DIESEL B S10 COMUM;6.192,00; -   ;6.192,00;595,36;5.596,64; -   ; -   ;5.596,64;6;6.192,00; -   ;6.192,00;595,36;5.596,64; -   ; -   ;5.596,64
POSTO TESTE - Matriz;01/06/2019;1;GASOLINA COMUM;11.734,32;5.000,00;16.734,32;3.329,51;13.404,81;17,81; -   ;13.387,00;3;11.734,32;5.000,00;16.734,32;3.329,51;13.404,81;17,81; -   ;13.387,00
POSTO TESTE - Matriz;01/06/2019;2;GASOLINA ADITIVADA;3.079,78; -   ;3.079,78;1.507,07;1.572,71;0,71; -   ;1.572,00;1;3.079,78; -   ;3.079,78;1.507,07;1.572,71;0,71; -   ;1.572,00
POSTO TESTE - Matriz;01/06/2019;3;ETANOL COMUM;3.183,16;5.000,00;8.183,16;2.076,53;6.106,63; -   ;21,37;6.128,00;2;3.183,16;5.000,00;8.183,16;2.076,53;6.106,63; -   ;21,37;6.128,00
POSTO TESTE - Matriz;01/06/2019;782;DIESEL B S10 COMUM;5.596,64; -   ;5.596,64;400,11;5.196,53;13,53; -   ;5.183,00;6;5.596,64; -   ;5.596,64;400,11;5.196,53;13,53; -   ;5.183,00
POSTO TESTE - Matriz;03/06/2019;3;ETANOL COMUM;4.779,04; -   ;4.779,04;1.974,55;2.804,49;5,49; -   ;2.799,00;2;4.779,04; -   ;4.779,04;1.974,55;2.804,49;5,49; -   ;2.799,00
POSTO TESTE - Matriz;03/06/2019;782;DIESEL B S10 COMUM;4.795,45; -   ;4.795,45;701,36;4.094,09;11,06; -   ;4.083,00;6;4.795,45; -   ;4.795,45;701,36;4.094,09;11,06; -   ;4.083,00
POSTO TESTE - Matriz;04/06/2019;1;GASOLINA COMUM;11.888,00;5.000,00;16.888,00;2.401,13;14.486,87; -   ;27,13;14.514,00;3;11.888,00;5.000,00;16.888,00;2.401,13;14.486,87; -   ;27,13;14.514,00
POSTO TESTE - Matriz;04/06/2019;2;GASOLINA ADITIVADA;4.887,00; -   ;4.887,00;1.580,69;3.306,31;9,31; -   ;3.297,00;1;4.887,00; -   ;4.887,00;1.580,69;3.306,31;9,31; -   ;3.297,00
POSTO TESTE - Matriz;04/06/2019;3;ETANOL COMUM;2.799,00;5.000,00;7.799,00;1.555,80;6.243,20; -   ;6,8;6.250,00;2;2.799,00;5.000,00;7.799,00;1.555,80;6.243,20; -   ;6,8;6.250,00
POSTO TESTE - Matriz;04/06/2019;782;DIESEL B S10 COMUM;4.083,00; -   ;4.083,00;691,69;3.391,31;2,31; -   ;3.389,00;6;4.083,00; -   ;4.083,00;691,69;3.391,31;2,31; -   ;3.389,00
POSTO TESTE - Matriz;05/06/2019;1;GASOLINA COMUM;14.514,00;5.000,00;19.514,00;2.508,42;17.005,58; -   ;15,42;17.021,00;3;14.514,00;5.000,00;19.514,00;2.508,42;17.005,58; -   ;15,42;17.021,00
POSTO TESTE - Matriz;05/06/2019;2;GASOLINA ADITIVADA;3.297,00;5.000,00;8.297,00;1.795,85;6.501,15; -   ;25,85;6.527,00;1;3.297,00;5.000,00;8.297,00;1.795,85;6.501,15; -   ;25,85;6.527,00
POSTO TESTE - Matriz;05/06/2019;3;ETANOL COMUM;6.250,00; -   ;6.250,00;1.934,45;4.315,55;7,55; -   ;4.308,00;2;6.250,00; -   ;6.250,00;1.934,45;4.315,55;7,55; -   ;4.308,00
POSTO TESTE - Matriz;05/06/2019;782;DIESEL B S10 COMUM;3.389,00; -   ;3.389,00;588,17;2.800,83;2,83; -   ;2.798,00;6;3.389,00; -   ;3.389,00;588,17;2.800,83;2,83; -   ;2.798,00
POSTO TESTE - Matriz;06/06/2019;1;GASOLINA COMUM;17.021,00; -   ;17.021,00;2.605,56;14.415,44;27,44; -   ;14.388,00;3;17.021,00; -   ;17.021,00;2.605,56;14.415,44;27,44; -   ;14.388,00
POSTO TESTE - Matriz;06/06/2019;2;GASOLINA ADITIVADA;6.527,00; -   ;6.527,00;1.414,76;5.112,24; -   ;13,76;5.126,00;1;6.527,00; -   ;6.527,00;1.414,76;5.112,24; -   ;13,76;5.126,00
POSTO TESTE - Matriz;06/06/2019;3;ETANOL COMUM;4.308,00;5.000,00;9.308,00;1.701,06;7.606,94; -   ;4,06;7.611,00;2;4.308,00;5.000,00;9.308,00;1.701,06;7.606,94; -   ;4,06;7.611,00
POSTO TESTE - Matriz;06/06/2019;782;DIESEL B S10 COMUM;2.798,00;5.000,00;7.798,00;454,79;7.343,21; -   ;14,79;7.358,00;6;2.798,00;5.000,00;7.798,00;454,79;7.343,21; -   ;14,79;7.358,00
POSTO TESTE - Matriz;07/06/2019;1;GASOLINA COMUM;14.388,00; -   ;14.388,00;3.389,14;10.998,86;31,86; -   ;10.967,00;3;14.388,00; -   ;14.388,00;3.389,14;10.998,86;31,86; -   ;10.967,00
POSTO TESTE - Matriz;07/06/2019;2;GASOLINA ADITIVADA;5.126,00; -   ;5.126,00;1.869,90;3.256,10;16,1; -   ;3.240,00;1;5.126,00; -   ;5.126,00;1.869,90;3.256,10;16,1; -   ;3.240,00
POSTO TESTE - Matriz;07/06/2019;3;ETANOL COMUM;7.611,00; -   ;7.611,00;1.943,85;5.667,15;3,15; -   ;5.664,00;2;7.611,00; -   ;7.611,00;1.943,85;5.667,15;3,15; -   ;5.664,00
POSTO TESTE - Matriz;07/06/2019;782;DIESEL B S10 COMUM;7.358,00; -   ;7.358,00;437,17;6.920,83; -   ;29,17;6.950,00;6;7.358,00; -   ;7.358,00;437,17;6.920,83; -   ;29,17;6.950,00
POSTO TESTE - Matriz;08/06/2019;1;GASOLINA COMUM;10.967,00;5.000,00;15.967,00;2.491,68;13.475,32; -   ;13,68;13.489,00;3;10.967,00;5.000,00;15.967,00;2.491,68;13.475,32; -   ;13,68;13.489,00
POSTO TESTE - Matriz;26/06/2019;1;GASOLINA COMUM;18.505,00; -   ;18.505,00;2.266,56;16.238,44; -   ;5,56;16.244,00;3;18.505,00; -   ;18.505,00;2.266,56;16.238,44; -   ;5,56;16.244,00
POSTO TESTE - Matriz;26/06/2019;2;GASOLINA ADITIVADA;5.701,00; -   ;5.701,00;1.332,53;4.368,47; -   ;12,53;4.381,00;1;5.701,00; -   ;5.701,00;1.332,53;4.368,47; -   ;12,53;4.381,00
POSTO TESTE - Matriz;26/06/2019;3;ETANOL COMUM;5.563,00; -   ;5.563,00;1.626,96;3.936,04;6,04; -   ;3.930,00;2;5.563,00; -   ;5.563,00;1.626,96;3.936,04;6,04; -   ;3.930,00
POSTO TESTE - Matriz;26/06/2019;782;DIESEL B S10 COMUM;4.283,00; -   ;4.283,00;556,5;3.726,50; -   ;13,5;3.740,00;6;4.283,00; -   ;4.283,00;556,5;3.726,50; -   ;13,5;3.740,00
POSTO TESTE - Matriz;27/06/2019;1;GASOLINA COMUM;16.244,00; -   ;16.244,00;2.907,02;13.336,98;10,98; -   ;13.326,00;3;16.244,00; -   ;16.244,00;2.907,02;13.336,98;10,98; -   ;13.326,00
POSTO TESTE - Matriz;27/06/2019;2;GASOLINA ADITIVADA;4.381,00;5.000,00;9.381,00;1.335,78;8.045,22; -   ;1,78;8.047,00;1;4.381,00;5.000,00;9.381,00;1.335,78;8.045,22; -   ;1,78;8.047,00
POSTO TESTE - Matriz;27/06/2019;3;ETANOL COMUM;3.930,00;5.000,00;8.930,00;1.528,87;7.401,13; -   ;26,87;7.428,00;2;3.930,00;5.000,00;8.930,00;1.528,87;7.401,13; -   ;26,87;7.428,00
POSTO TESTE - Matriz;27/06/2019;782;DIESEL B S10 COMUM;3.740,00; -   ;3.740,00;345,549;3.394,45;4,451; -   ;3.390,00;6;3.740,00; -   ;3.740,00;345,549;3.394,45;4,451; -   ;3.390,00
POSTO TESTE - Matriz;28/06/2019;1;GASOLINA COMUM;13.326,00; -   ;13.326,00;2.911,10;10.414,90;30,9; -   ;10.384,00;3;13.326,00; -   ;13.326,00;2.911,10;10.414,90;30,9; -   ;10.384,00
POSTO TESTE - Matriz;28/06/2019;2;GASOLINA ADITIVADA;8.047,00; -   ;8.047,00;1.690,45;6.356,55; -   ;9,45;6.366,00;1;8.047,00; -   ;8.047,00;1.690,45;6.356,55; -   ;9,45;6.366,00
POSTO TESTE - Matriz;28/06/2019;3;ETANOL COMUM;7.428,00; -   ;7.428,00;2.228,37;5.199,63; -   ;0,37;5.200,00;2;7.428,00; -   ;7.428,00;2.228,37;5.199,63; -   ;0,37;5.200,00
POSTO TESTE - Matriz;28/06/2019;782;DIESEL B S10 COMUM;3.390,00; -   ;3.390,00;725,68;2.664,32; -   ;6,68;2.671,00;6;3.390,00; -   ;3.390,00;725,68;2.664,32; -   ;6,68;2.671,00
POSTO TESTE - Matriz;29/06/2019;1;GASOLINA COMUM;10.384,00;5.000,00;15.384,00;2.549,07;12.834,93;29,93; -   ;12.805,00;3;10.384,00;5.000,00;15.384,00;2.549,07;12.834,93;29,93; -   ;12.805,00
POSTO TESTE - Matriz;29/06/2019;2;GASOLINA ADITIVADA;6.366,00; -   ;6.366,00;1.086,42;5.279,58;4,58; -   ;5.275,00;1;6.366,00; -   ;6.366,00;1.086,42;5.279,58;4,58; -   ;5.275,00
POSTO TESTE - Matriz;29/06/2019;3;ETANOL COMUM;5.200,00; -   ;5.200,00;2.005,06;3.194,94; -   ;16,05;3.211,00;2;5.200,00; -   ;5.200,00;2.005,06;3.194,94; -   ;16,05;3.211,00
POSTO TESTE - Matriz;29/06/2019;782;DIESEL B S10 COMUM;2.671,00;5.000,00;7.671,00;512,28;7.158,72; -   ;28,28;7.187,00;6;2.671,00;5.000,00;7.671,00;512,28;7.158,72; -   ;28,28;7.187,00
POSTO TESTE - Matriz;30/06/2019;1;GASOLINA COMUM;12.805,00; -   ;12.805,00;2.030,63;10.774,37;47,37; -   ;10.727,00;3;12.805,00; -   ;12.805,00;2.030,63;10.774,37;47,37; -   ;10.727,00
POSTO TESTE - Matriz;30/06/2019;2;GASOLINA ADITIVADA;5.275,00; -   ;5.275,00;826,56;4.448,44;9,44; -   ;4.439,00;1;5.275,00; -   ;5.275,00;826,56;4.448,44;9,44; -   ;4.439,00
POSTO TESTE - Matriz;30/06/2019;3;ETANOL COMUM;3.211,00; -   ;3.211,00;1.661,12;1.549,88; -   ;5,12;1.555,00;2;3.211,00; -   ;3.211,00;1.661,12;1.549,88; -   ;5,12;1.555,00
POSTO TESTE - Matriz;30/06/2019;782;DIESEL B S10 COMUM;7.187,00; -   ;7.187,00;223,85;6.963,15; -   ;1,85;6.965,00;6;7.187,00; -   ;7.187,00;223,85;6.963,15; -   ;1,85;6.965,00
POSTO TESTE - Matriz;01/07/2019;1;GASOLINA COMUM;10.727,00;5.000,00;15.727,00;3.220,41;12.506,59; -   ;18,41;12.525,00;3;10.727,00;5.000,00;15.727,00;3.220,41;12.506,59; -   ;18,41;12.525,00
POSTO TESTE - Matriz;01/07/2019;2;GASOLINA ADITIVADA;4.439,00;5.000,00;9.439,00;1.246,11;8.192,89; -   ;28,11;8.221,00;1;4.439,00;5.000,00;9.439,00;1.246,11;8.192,89; -   ;28,11;8.221,00
POSTO TESTE - Matriz;01/07/2019;3;ETANOL COMUM;1.555,00;5.000,00;6.555,00;1.881,66;4.673,34; -   ;11,66;4.685,00;2;1.555,00;5.000,00;6.555,00;1.881,66;4.673,34; -   ;11,66;4.685,00
POSTO TESTE - Matriz;01/07/2019;782;DIESEL B S10 COMUM;6.965,00; -   ;6.965,00;448,23;6.516,77;10,77; -   ;6.506,00;6;6.965,00; -   ;6.965,00;448,23;6.516,77;10,77; -   ;6.506,00
POSTO TESTE - Matriz;02/07/2019;1;GASOLINA COMUM;12.525,00; -   ;12.525,00;2.151,24;10.373,76; -   ;0,24;10.374,00;3;12.525,00; -   ;12.525,00;2.151,24;10.373,76; -   ;0,24;10.374,00
POSTO TESTE - Matriz;02/07/2019;2;GASOLINA ADITIVADA;8.221,00; -   ;8.221,00;1.062,88;7.158,12;10,12; -   ;7.148,00;1;8.221,00; -   ;8.221,00;1.062,88;7.158,12;10,12; -   ;7.148,00
POSTO TESTE - Matriz;02/07/2019;3;ETANOL COMUM;4.685,00; -   ;4.685,00;1.890,06;2.794,94; -   ;6,06;2.801,00;2;4.685,00; -   ;4.685,00;1.890,06;2.794,94; -   ;6,06;2.801,00
POSTO TESTE - Matriz;02/07/2019;782;DIESEL B S10 COMUM;6.506,00; -   ;6.506,00;335,25;6.170,75;9,75; -   ;6.161,00;6;6.506,00; -   ;6.506,00;335,25;6.170,75;9,75; -   ;6.161,00
POSTO TESTE - Matriz;03/07/2019;1;GASOLINA COMUM;10.374,00;5.000,00;15.374,00;3.408,14;11.965,86; -   ;36,14;12.002,00;3;10.374,00;5.000,00;15.374,00;3.408,14;11.965,86; -   ;36,14;12.002,00
POSTO TESTE - Matriz;03/07/2019;2;GASOLINA ADITIVADA;7.148,00; -   ;7.148,00;1.413,10;5.734,90; -   ;20,1;5.755,00;1;7.148,00; -   ;7.148,00;1.413,10;5.734,90; -   ;20,1;5.755,00
POSTO TESTE - Matriz;03/07/2019;3;ETANOL COMUM;2.801,00;5.000,00;7.801,00;2.004,03;5.796,97; -   ;8,03;5.805,00;2;2.801,00;5.000,00;7.801,00;2.004,03;5.796,97; -   ;8,03;5.805,00
POSTO TESTE - Matriz;03/07/2019;782;DIESEL B S10 COMUM;6.161,00; -   ;6.161,00;587,28;5.573,72;8,72; -   ;5.565,00;6;6.161,00; -   ;6.161,00;587,28;5.573,72;8,72; -   ;5.565,00
POSTO TESTE - Matriz;04/07/2019;1;GASOLINA COMUM;12.002,00; -   ;12.002,00;3.489,30;8.512,70;21,7; -   ;8.491,00;3;12.002,00; -   ;12.002,00;3.489,30;8.512,70;21,7; -   ;8.491,00
POSTO TESTE - Matriz;04/07/2019;2;GASOLINA ADITIVADA;5.755,00; -   ;5.755,00;1.867,94;3.887,06;11,06; -   ;3.876,00;1;5.755,00; -   ;5.755,00;1.867,94;3.887,06;11,06; -   ;3.876,00
POSTO TESTE - Matriz;04/07/2019;3;ETANOL COMUM;5.805,00; -   ;5.805,00;2.214,23;3.590,77;9,77; -   ;3.581,00;2;5.805,00; -   ;5.805,00;2.214,23;3.590,77;9,77; -   ;3.581,00
POSTO TESTE - Matriz;04/07/2019;782;DIESEL B S10 COMUM;5.565,00; -   ;5.565,00;627,65;4.937,35;16,35; -   ;4.921,00;6;5.565,00; -   ;5.565,00;627,65;4.937,35;16,35; -   ;4.921,00
POSTO TESTE - Matriz;05/07/2019;1;GASOLINA COMUM;8.491,00;5.000,00;13.491,00;4.140,27;9.350,73;7,73; -   ;9.343,00;3;8.491,00;5.000,00;13.491,00;4.140,27;9.350,73;7,73; -   ;9.343,00
POSTO TESTE - Matriz;05/07/2019;2;GASOLINA ADITIVADA;3.876,00; -   ;3.876,00;1.495,73;2.380,27;1,27; -   ;2.379,00;1;3.876,00; -   ;3.876,00;1.495,73;2.380,27;1,27; -   ;2.379,00
POSTO TESTE - Matriz;05/07/2019;3;ETANOL COMUM;3.581,00;5.000,00;8.581,00;2.501,08;6.079,92; -   ;19,08;6.099,00;2;3.581,00;5.000,00;8.581,00;2.501,08;6.079,92; -   ;19,08;6.099,00
POSTO TESTE - Matriz;05/07/2019;782;DIESEL B S10 COMUM;4.921,00; -   ;4.921,00;647,28;4.273,72;12,72; -   ;4.261,00;6;4.921,00; -   ;4.921,00;647,28;4.273,72;12,72; -   ;4.261,00
POSTO TESTE - Matriz;06/07/2019;1;GASOLINA COMUM;9.343,00;5.000,00;14.343,00;2.544,35;11.798,65; -   ;5,35;11.804,00;3;9.343,00;5.000,00;14.343,00;2.544,35;11.798,65; -   ;5,35;11.804,00
POSTO TESTE - Matriz;06/07/2019;2;GASOLINA ADITIVADA;2.379,00;5.000,00;7.379,00;1.732,59;5.646,41;4,41; -   ;5.642,00;1;2.379,00;5.000,00;7.379,00;1.732,59;5.646,41;4,41; -   ;5.642,00
POSTO TESTE - Matriz;06/07/2019;3;ETANOL COMUM;6.099,00; -   ;6.099,00;1.894,41;4.204,59; -   ;10,41;4.215,00;2;6.099,00; -   ;6.099,00;1.894,41;4.204,59; -   ;10,41;4.215,00
POSTO TESTE - Matriz;06/07/2019;782;DIESEL B S10 COMUM;4.261,00; -   ;4.261,00;271,46;3.989,54;4,54; -   ;3.985,00;6;4.261,00; -   ;4.261,00;271,46;3.989,54;4,54; -   ;3.985,00
POSTO TESTE - Matriz;07/07/2019;1;GASOLINA COMUM;11.804,00; -   ;11.804,00;1.983,71;9.820,29;25,29; -   ;9.795,00;3;11.804,00; -   ;11.804,00;1.983,71;9.820,29;25,29; -   ;9.795,00
POSTO TESTE - Matriz;07/07/2019;2;GASOLINA ADITIVADA;5.642,00; -   ;5.642,00;783,61;4.858,39;25,39; -   ;4.833,00;1;5.642,00; -   ;5.642,00;783,61;4.858,39;25,39; -   ;4.833,00
POSTO TESTE - Matriz;07/07/2019;3;ETANOL COMUM;4.215,00; -   ;4.215,00;1.189,46;3.025,54;1,54; -   ;3.024,00;2;4.215,00; -   ;4.215,00;1.189,46;3.025,54;1,54; -   ;3.024,00
POSTO TESTE - Matriz;07/07/2019;782;DIESEL B S10 COMUM;3.985,00; -   ;3.985,00;295,92;3.689,08;5,08; -   ;3.684,00;6;3.985,00; -   ;3.985,00;295,92;3.689,08;5,08; -   ;3.684,00
POSTO TESTE - Matriz;08/07/2019;1;GASOLINA COMUM;9.795,00;5.000,00;14.795,00;2.403,91;12.391,09; -   ;45,91;12.437,00;3;9.795,00;5.000,00;14.795,00;2.403,91;12.391,09; -   ;45,91;12.437,00
POSTO TESTE - Matriz;08/07/2019;2;GASOLINA ADITIVADA;4.833,00; -   ;4.833,00;1.347,44;3.485,56;7,56; -   ;3.478,00;1;4.833,00; -   ;4.833,00;1.347,44;3.485,56;7,56; -   ;3.478,00
POSTO TESTE - Matriz;08/07/2019;3;ETANOL COMUM;3.024,00;5.000,00;8.024,00;1.971,63;6.052,37; -   ;17,63;6.070,00;2;3.024,00;5.000,00;8.024,00;1.971,63;6.052,37; -   ;17,63;6.070,00
POSTO TESTE - Matriz;08/07/2019;782;DIESEL B S10 COMUM;3.684,00; -   ;3.684,00;615,8;3.068,20;13,2; -   ;3.055,00;6;3.684,00; -   ;3.684,00;615,8;3.068,20;13,2; -   ;3.055,00
POSTO TESTE - Matriz;09/07/2019;1;GASOLINA COMUM;12.437,00;5.000,00;17.437,00;1.830,03;15.606,97; -   ;53,03;15.660,00;3;12.437,00;5.000,00;17.437,00;1.830,03;15.606,97; -   ;53,03;15.660,00
POSTO TESTE - Matriz;09/07/2019;2;GASOLINA ADITIVADA;3.478,00;5.000,00;8.478,00;1.549,36;6.928,64; -   ;8,36;6.937,00;1;3.478,00;5.000,00;8.478,00;1.549,36;6.928,64; -   ;8,36;6.937,00
POSTO TESTE - Matriz;09/07/2019;3;ETANOL COMUM;6.070,00; -   ;6.070,00;1.598,47;4.471,53;12,53; -   ;4.459,00;2;6.070,00; -   ;6.070,00;1.598,47;4.471,53;12,53; -   ;4.459,00
POSTO TESTE - Matriz;09/07/2019;782;DIESEL B S10 COMUM;3.055,00; -   ;3.055,00;574,2;2.480,80;8,8; -   ;2.472,00;6;3.055,00; -   ;3.055,00;574,2;2.480,80;8,8; -   ;2.472,00
POSTO TESTE - Matriz;10/07/2019;1;GASOLINA COMUM;15.660,00; -   ;15.660,00;3.483,74;12.176,26;36,26; -   ;12.140,00;3;15.660,00; -   ;15.660,00;3.483,74;12.176,26;36,26; -   ;12.140,00
POSTO TESTE - Matriz;10/07/2019;2;GASOLINA ADITIVADA;6.937,00; -   ;6.937,00;1.326,83;5.610,17; -   ;19,83;5.630,00;1;6.937,00; -   ;6.937,00;1.326,83;5.610,17; -   ;19,83;5.630,00
POSTO TESTE - Matriz;10/07/2019;3;ETANOL COMUM;4.459,00;5.000,00;9.459,00;1.969,58;7.489,42; -   ;9,58;7.499,00;2;4.459,00;5.000,00;9.459,00;1.969,58;7.489,42; -   ;9,58;7.499,00
POSTO TESTE - Matriz;10/07/2019;782;DIESEL B S10 COMUM;2.472,00;5.000,00;7.472,00;450,66;7.021,34; -   ;24,66;7.046,00;6;2.472,00;5.000,00;7.472,00;450,66;7.021,34; -   ;24,66;7.046,00
POSTO TESTE - Matriz;11/07/2019;1;GASOLINA COMUM;12.140,00; -   ;12.140,00;3.772,13;8.367,87;24,87; -   ;8.343,00;3;12.140,00; -   ;12.140,00;3.772,13;8.367,87;24,87; -   ;8.343,00
POSTO TESTE - Matriz;11/07/2019;2;GASOLINA ADITIVADA;5.630,00; -   ;5.630,00;1.049,19;4.580,81;10,81; -   ;4.570,00;1;5.630,00; -   ;5.630,00;1.049,19;4.580,81;10,81; -   ;4.570,00
POSTO TESTE - Matriz;11/07/2019;3;ETANOL COMUM;7.499,00; -   ;7.499,00;1.813,46;5.685,54; -   ;13,46;5.699,00;2;7.499,00; -   ;7.499,00;1.813,46;5.685,54; -   ;13,46;5.699,00
POSTO TESTE - Matriz;11/07/2019;782;DIESEL B S10 COMUM;7.046,00; -   ;7.046,00;909,23;6.136,77; -   ;19,23;6.156,00;6;7.046,00; -   ;7.046,00;909,23;6.136,77; -   ;19,23;6.156,00
POSTO TESTE - Matriz;12/07/2019;1;GASOLINA COMUM;8.343,00;5.000,00;13.343,00;3.840,06;9.502,94;20,94; -   ;9.482,00;3;8.343,00;5.000,00;13.343,00;3.840,06;9.502,94;20,94; -   ;9.482,00
POSTO TESTE - Matriz;12/07/2019;2;GASOLINA ADITIVADA;4.570,00;5.000,00;9.570,00;1.158,88;8.411,12; -   ;19,88;8.431,00;1;4.570,00;5.000,00;9.570,00;1.158,88;8.411,12; -   ;19,88;8.431,00
POSTO TESTE - Matriz;12/07/2019;3;ETANOL COMUM;5.699,00; -   ;5.699,00;1.979,19;3.719,81;0,81; -   ;3.719,00;2;5.699,00; -   ;5.699,00;1.979,19;3.719,81;0,81; -   ;3.719,00
POSTO TESTE - Matriz;12/07/2019;782;DIESEL B S10 COMUM;6.156,00; -   ;6.156,00;776,14;5.379,86; -   ;13,14;5.393,00;6;6.156,00; -   ;6.156,00;776,14;5.379,86; -   ;13,14;5.393,00
POSTO TESTE - Matriz;13/07/2019;1;GASOLINA COMUM;9.482,00;5.000,00;14.482,00;2.540,83;11.941,17; -   ;17,83;11.959,00;3;9.482,00;5.000,00;14.482,00;2.540,83;11.941,17; -   ;17,83;11.959,00
POSTO TESTE - Matriz;13/07/2019;2;GASOLINA ADITIVADA;8.431,00; -   ;8.431,00;1.204,29;7.226,71; -   ;19,29;7.246,00;1;8.431,00; -   ;8.431,00;1.204,29;7.226,71; -   ;19,29;7.246,00
POSTO TESTE - Matriz;13/07/2019;3;ETANOL COMUM;3.719,00;5.000,00;8.719,00;1.750,94;6.968,06; -   ;25,94;6.994,00;2;3.719,00;5.000,00;8.719,00;1.750,94;6.968,06; -   ;25,94;6.994,00
POSTO TESTE - Matriz;13/07/2019;782;DIESEL B S10 COMUM;5.393,00; -   ;5.393,00;402,9;4.990,10;9,1; -   ;4.981,00;6;5.393,00; -   ;5.393,00;402,9;4.990,10;9,1; -   ;4.981,00
POSTO TESTE - Matriz;14/07/2019;1;GASOLINA COMUM;11.959,00; -   ;11.959,00;1.797,31;10.161,69;5,69; -   ;10.156,00;3;11.959,00; -   ;11.959,00;1.797,31;10.161,69;5,69; -   ;10.156,00
POSTO TESTE - Matriz;14/07/2019;2;GASOLINA ADITIVADA;7.246,00; -   ;7.246,00;841,65;6.404,35; -   ;7,65;6.412,00;1;7.246,00; -   ;7.246,00;841,65;6.404,35; -   ;7,65;6.412,00
POSTO TESTE - Matriz;14/07/2019;3;ETANOL COMUM;6.994,00; -   ;6.994,00;1.506,89;5.487,11; -   ;17,89;5.505,00;2;6.994,00; -   ;6.994,00;1.506,89;5.487,11; -   ;17,89;5.505,00
POSTO TESTE - Matriz;14/07/2019;782;DIESEL B S10 COMUM;4.981,00; -   ;4.981,00;110,35;4.870,65;2,65; -   ;4.868,00;6;4.981,00; -   ;4.981,00;110,35;4.870,65;2,65; -   ;4.868,00
POSTO TESTE - Matriz;15/07/2019;1;GASOLINA COMUM;10.156,00;5.000,00;15.156,00;2.547,51;12.608,49; -   ;36,51;12.645,00;3;10.156,00;5.000,00;15.156,00;2.547,51;12.608,49; -   ;36,51;12.645,00
POSTO TESTE - Matriz;15/07/2019;2;GASOLINA ADITIVADA;6.412,00; -   ;6.412,00;992,59;5.419,41;28,41; -   ;5.391,00;1;6.412,00; -   ;6.412,00;992,59;5.419,41;28,41; -   ;5.391,00
POSTO TESTE - Matriz;15/07/2019;3;ETANOL COMUM;5.505,00;5.000,00;10.505,00;1.819,76;8.685,24; -   ;5,76;8.691,00;2;5.505,00;5.000,00;10.505,00;1.819,76;8.685,24; -   ;5,76;8.691,00
POSTO TESTE - Matriz;15/07/2019;782;DIESEL B S10 COMUM;4.868,00; -   ;4.868,00;677,78;4.190,22;14,22; -   ;4.176,00;6;4.868,00; -   ;4.868,00;677,78;4.190,22;14,22; -   ;4.176,00
POSTO TESTE - Matriz;16/07/2019;1;GASOLINA COMUM;12.645,00; -   ;12.645,00;3.226,13;9.418,87;17,87; -   ;9.401,00;3;12.645,00; -   ;12.645,00;3.226,13;9.418,87;17,87; -   ;9.401,00
POSTO TESTE - Matriz;16/07/2019;2;GASOLINA ADITIVADA;5.391,00; -   ;5.391,00;1.161,90;4.229,10;11,1; -   ;4.218,00;1;5.391,00; -   ;5.391,00;1.161,90;4.229,10;11,1; -   ;4.218,00
POSTO TESTE - Matriz;27/07/2019;782;DIESEL B S10 COMUM;3.186,00; -   ;3.186,00;350,5;2.835,50;7,5; -   ;2.828,00;6;3.186,00; -   ;3.186,00;350,5;2.835,50;7,5; -   ;2.828,00
POSTO TESTE - Matriz;28/07/2019;1;GASOLINA COMUM;11.605,00; -   ;11.605,00;330,34;11.274,66;5,66; -   ;11.269,00;3;11.605,00; -   ;11.605,00;330,34;11.274,66;5,66; -   ;11.269,00
POSTO TESTE - Matriz;28/07/2019;2;GASOLINA ADITIVADA;8.495,00; -   ;8.495,00;1.004,61;7.490,39; -   ;28,61;7.519,00;1;8.495,00; -   ;8.495,00;1.004,61;7.490,39; -   ;28,61;7.519,00
POSTO TESTE - Matriz;28/07/2019;3;ETANOL COMUM;4.936,00; -   ;4.936,00;1.555,90;3.380,10; -   ;13,9;3.394,00;2;4.936,00; -   ;4.936,00;1.555,90;3.380,10; -   ;13,9;3.394,00
POSTO TESTE - Matriz;28/07/2019;782;DIESEL B S10 COMUM;2.828,00; -   ;2.828,00;233,05;2.594,95;4,95; -   ;2.590,00;6;2.828,00; -   ;2.828,00;233,05;2.594,95;4,95; -   ;2.590,00
POSTO TESTE - Matriz;29/07/2019;1;GASOLINA COMUM;11.269,00;5.000,00;16.269,00;2.442,56;13.826,44; -   ;13,56;13.840,00;3;11.269,00;5.000,00;16.269,00;2.442,56;13.826,44; -   ;13,56;13.840,00
